Nombre	Descripcion	Latitud	Longitud	Tipo	Clase_vial	Nombre_vial	Numero_vial	Codigo_postal
Nuestra Señora de la Merced - Parroquia personal de habla inglesa	Para personas de habla inglesa	40.49879774855143	40.49879774855143	TemplosIglesiasCatolicas	CALLE	MAURICIO LEGENDRE	10	28034
Oratorio San Felipe Neri	Sin descripcion	40.416124984841304	40.416124984841304	TemplosIglesiasCatolicas	CALLE	ANTONIO ARIAS	17	28009
Oratorio Santo Niño del Remedio	Sin descripcion	40.41808561532612	40.41808561532612	TemplosIglesiasCatolicas	CALLE	DONADOS	6	28013
Parroquia Ascensión del Señor	Sin descripcion	40.39438987765851	40.39438987765851	TemplosIglesiasCatolicas	CALLE	VIA CARPETANA	105	28047
Parroquia Asunción de Nuestra Señora. Calle Gabriel y Galán	Sin descripcion	40.45168186284748	40.45168186284748	TemplosIglesiasCatolicas	CALLE	GABRIEL Y GALAN	17	28002
Parroquia Asunción de Nuestra Señora. Calle Pérez de Victoria	Sin descripcion	40.457664609108825	40.457664609108825	TemplosIglesiasCatolicas	CALLE	PEREZ DE VICTORIA	9	28023
Parroquia Bautismo del Señor	Sin descripcion	40.47817899437229	40.47817899437229	TemplosIglesiasCatolicas	CALLE	GAVILANES	11	28035
Parroquia Beata María Ana Mogas	Sin descripcion	40.49879774855143	40.49879774855143	TemplosIglesiasCatolicas	CALLE	BELLA ALTISIDORA	6	28034
Parroquia Beata María Ana de Jesús	Sin descripcion	40.39401854488283	40.39401854488283	TemplosIglesiasCatolicas	CALLE	GUILLERMO DE OSMA	10	28045
Parroquia Buen Pastor	Sin descripcion	40.377454587016835	40.377454587016835	TemplosIglesiasCatolicas	AVENIDA	PARQUE DE PALOMERAS BAJAS	22	28018
Parroquia Castrense Santa María de la Dehesa	Sin descripcion	40.380600824380814	40.380600824380814	TemplosIglesiasCatolicas	AVENIDA	ARQUEROS	19	28024
Parroquia Concepción de Nuestra Señora	Sin descripcion	40.42495393979169	40.42495393979169	TemplosIglesiasCatolicas	CALLE	GOYA	26	28001
Parroquia Cristo Resucitado	Sin descripcion	40.404655420723046	40.404655420723046	TemplosIglesiasCatolicas	CALLE	CEBREROS	56	28011
Parroquia Cristo Rey de Usera	Sin descripcion	40.38665179240183	40.38665179240183	TemplosIglesiasCatolicas	CALLE	AMOR HERMOSO	15	28026
Parroquia Cristo Sacerdote	Sin descripcion	40.44458442670169	40.44458442670169	TemplosIglesiasCatolicas	CALLE	LOPEZ DE ARANDA	52	28027
Parroquia Cristo Salvador	Sin descripcion	40.47426288668642	40.47426288668642	TemplosIglesiasCatolicas	CALLE	CARACOLI	1	28033
Parroquia Cristo de la Paz	Sin descripcion	40.389790810630956	40.389790810630956	TemplosIglesiasCatolicas	CALLE	PORTALEGRE	8	28019
Parroquia Crucifixión del Señor	Sin descripcion	40.398262044796304	40.398262044796304	TemplosIglesiasCatolicas	CALLE	CUART DE POBLET	11	28047
Parroquia Divino Salvador	Sin descripcion	40.50579002314775	40.50579002314775	TemplosIglesiasCatolicas	AVENIDA	SANTUARIO DE VALVERDE	37	28049
Parroquia Dulce Nombre de María	Sin descripcion	40.40449501144985	40.40449501144985	TemplosIglesiasCatolicas	CALLE	SAN FLORENCIO	1	28038
Parroquia El Salvador y San Nicolás	Sin descripcion	40.41206198418387	40.41206198418387	TemplosIglesiasCatolicas	CALLE	ATOCHA	58	28012
Parroquia Epifanía del Señor	Sin descripcion	40.384807971737985	40.384807971737985	TemplosIglesiasCatolicas	CALLE	NUESTRA SEÑORA DE LA LUZ	64	28047
Parroquia Espíritu Santo	Sin descripcion	40.43025065554588	40.43025065554588	TemplosIglesiasCatolicas	CALLE	RICARDO ORTIZ	1	28017
Parroquia Espíritu Santo y Nuestra Señora de la Araucana	Sin descripcion	40.45675595691311	40.45675595691311	TemplosIglesiasCatolicas	CALLE	PUERTO RICO	29	28016
Parroquia Hispanoamericana de la Merced	Sin descripcion	40.44947827910877	40.44947827910877	TemplosIglesiasCatolicas	CALLE	EDGAR NEVILLE	23	28020
Parroquia Inmaculada Concepción (El Pardo)	Sin descripcion	40.520653260852654	40.520653260852654	TemplosIglesiasCatolicas	CALLE	MANUEL ALONSO	2	28048
Parroquia Jesús Obrero	Sin descripcion	40.42771595638502	40.42771595638502	TemplosIglesiasCatolicas	CALLE	CASTILLO DE UCLES	26	28037
Parroquia Jesús de Nazaret	Sin descripcion	40.47663737407202	40.47663737407202	TemplosIglesiasCatolicas	CALLE	CUEVAS DEL ALMANZORA	18	28033
Parroquia Jesús y María	Sin descripcion	40.38810017241468	40.38810017241468	TemplosIglesiasCatolicas	CALLE	MAQUEDA	129	28024
Parroquia La Cena del Señor	Sin descripcion	40.46744931105531	40.46744931105531	TemplosIglesiasCatolicas	CALLE	ANTONIO MACHADO	24	28035
Parroquia Los Doce Apóstoles	Sin descripcion	40.43210942547462	40.43210942547462	TemplosIglesiasCatolicas	CALLE	VELAZQUEZ	88	28006
Parroquia Madre del Buen Pastor	Sin descripcion	40.37639384878805	40.37639384878805	TemplosIglesiasCatolicas	CALLE	SAN MARIO	81	28041
Parroquia María Auxiliadora	Sin descripcion	40.40718011197082	40.40718011197082	TemplosIglesiasCatolicas	RONDA	ATOCHA	25	28012
Parroquia María Inmaculada y Santa Vicenta	Sin descripcion	40.4584483257105	40.4584483257105	TemplosIglesiasCatolicas	AVENIDA	BRASIL	25	28020
Parroquia María Madre del Amor Hermoso	Sin descripcion	40.35333390565562	40.35333390565562	TemplosIglesiasCatolicas	CALLE	VICENTE CARBALLAL	11	28021
Parroquia María Mediadora	Sin descripcion	40.38672277856084	40.38672277856084	TemplosIglesiasCatolicas	AVENIDA	RAFAEL ALBERTI	25	28018
Parroquia María Reina	Sin descripcion	40.393630768528126	40.393630768528126	TemplosIglesiasCatolicas	CALLE	PICO DE LA MALICIOSA	5	28038
Parroquia María Reina y San Buenaventura	Sin descripcion	40.397773872070346	40.397773872070346	TemplosIglesiasCatolicas	CALLE	LOPEZ GRASS	44	28038
Parroquia María Virgen Madre	Sin descripcion	40.46091920011027	40.46091920011027	TemplosIglesiasCatolicas	AVENIDA	MACHUPICHU	50	28043
Parroquia Natividad de Nuestra Señora	Sin descripcion	40.40763908414183	40.40763908414183	TemplosIglesiasCatolicas	CALLE	MARROQUINA	41	28030
Parroquia Nuestra Madre del Dolor	Sin descripcion	40.43244118606638	40.43244118606638	TemplosIglesiasCatolicas	AVENIDA	TOREROS	45	28028
Parroquia Nuestra Señora Flor del Carmelo	Sin descripcion	40.475950874541596	40.475950874541596	TemplosIglesiasCatolicas	AVENIDA	EL FERROL	49	28029
Parroquia Nuestra Señora Reina del Cielo	Sin descripcion	40.412737487349176	40.412737487349176	TemplosIglesiasCatolicas	PASAJE	CAN MENOR	5	28007
Parroquia Nuestra Señora de Altagracia	Sin descripcion	40.463905118155445	40.463905118155445	TemplosIglesiasCatolicas	CALLE	AZUAGA	15	28039
Parroquia Nuestra Señora de Aránzazu	Sin descripcion	40.45952079057526	40.45952079057526	TemplosIglesiasCatolicas	CALLE	JOSE ROMERO	5	28039
Parroquia Nuestra Señora de Begoña	Sin descripcion	40.48483511396788	40.48483511396788	TemplosIglesiasCatolicas	CALLE	MARCOS DE ORUETA	15	28034
Parroquia Nuestra Señora de Belén	Sin descripcion	40.40805601523509	40.40805601523509	TemplosIglesiasCatolicas	CALLE	CORREGIDOR RODRIGO RODRIGUEZ	12	28030
Parroquia Nuestra Señora de Covadonga	Sin descripcion	40.42883255368328	40.42883255368328	TemplosIglesiasCatolicas	CALLE	FRANCISCO SILVELA	2	28028
Parroquia Nuestra Señora de Europa	Sin descripcion	40.401561268022995	40.401561268022995	TemplosIglesiasCatolicas	PASEO	JUAN ANTONIO VALLEJO-NAJERA BOTAS	23	28005
Parroquia Nuestra Señora de Guadalupe	Sin descripcion	40.45242150757443	40.45242150757443	TemplosIglesiasCatolicas	CALLE	PUERTO RICO	1	28016
Parroquia Nuestra Señora de Loreto	Sin descripcion	40.472782707983896	40.472782707983896	TemplosIglesiasCatolicas	CALLE	ALAS	21	28042
Parroquia Nuestra Señora de Luján	Sin descripcion	40.47604004759667	40.47604004759667	TemplosIglesiasCatolicas	CALLE	PONFERRADA	49	28029
Parroquia Nuestra Señora de Madrid	Sin descripcion	40.46974331401812	40.46974331401812	TemplosIglesiasCatolicas	PASEO	CASTELLANA	207	28046
Parroquia Nuestra Señora de Moratalaz	Sin descripcion	40.408600459377965	40.408600459377965	TemplosIglesiasCatolicas	CALLE	ENTRE ARROYOS	19	28030
Parroquia Nuestra Señora de Sonsoles	Sin descripcion	40.43262085711339	40.43262085711339	TemplosIglesiasCatolicas	CALLE	TIMOTEO DOMINGO	38	28017
Parroquia Nuestra Señora de la Aurora y Santo Ángel	Sin descripcion	40.392350323611524	40.392350323611524	TemplosIglesiasCatolicas	CALLE	GREGORIO SANZ	8	28053
Parroquia Nuestra Señora de la Concepción (Pueblo Nuevo)	Sin descripcion	40.438562339326964	40.438562339326964	TemplosIglesiasCatolicas	CALLE	ARTURO SORIA	5	28027
Parroquia Nuestra Señora de la Consolación	Sin descripcion	40.41594712272742	40.41594712272742	TemplosIglesiasCatolicas	CALLE	JUAN ESPLANDIU	2	28007
Parroquia Nuestra Señora de la Estrella	Sin descripcion	40.40831636998838	40.40831636998838	TemplosIglesiasCatolicas	CALLE	LIRA	4	28007
Parroquia Nuestra Señora de la Fuencisla	Sin descripcion	40.38332533256066	40.38332533256066	TemplosIglesiasCatolicas	PLAZA	ANGELICA SEÑORA	1	28026
Parroquia Nuestra Señora de la Granada	Sin descripcion	40.42139055687812	40.42139055687812	TemplosIglesiasCatolicas	CALLE	VILLASILOS	3	28017
Parroquia Nuestra Señora de la Guía	Sin descripcion	40.47665558059818	40.47665558059818	TemplosIglesiasCatolicas	CALLE	CONDE DE TORRALBA	18	28046
Parroquia Nuestra Señora de la Luz	Sin descripcion	40.45705459870037	40.45705459870037	TemplosIglesiasCatolicas	CALLE	FERNAN NUÑEZ	4	28016
Parroquia Nuestra Señora de la Merced	Sin descripcion	40.40192362979384	40.40192362979384	TemplosIglesiasCatolicas	CALLE	CORREGIDOR JUAN FRANCISCO DE LUJAN	101	28030
Parroquia Nuestra Señora de la Misericordia	Sin descripcion	40.390498084308774	40.390498084308774	TemplosIglesiasCatolicas	CALLE	ARROYO DEL OLIVAR	100	28018
Parroquia Nuestra Señora de la Montaña	Sin descripcion	40.41028203945759	40.41028203945759	TemplosIglesiasCatolicas	CALLE	CORREGIDOR JOSE DE PASAMONTE	15	28030
Parroquia Nuestra Señora de la Palabra	Su actividad pastoral la realiza junto a Santa María del Camino	40.40182534803049	40.40182534803049	TemplosIglesiasCatolicas	CALLE	VALDEBERNARDO	29	28030
Parroquia Nuestra Señora de la Paz	Sin descripcion	40.404845091517394	40.404845091517394	TemplosIglesiasCatolicas	CALLE	VALDERRIBAS	37	28007
Parroquia Nuestra Señora de la Peña y San Felipe Neri	Sin descripcion	40.397479094982835	40.397479094982835	TemplosIglesiasCatolicas	CALLE	PUERTO DE CANFRANC	19	28038
Parroquia Nuestra Señora de la Piedad	Sin descripcion	40.389425117562986	40.389425117562986	TemplosIglesiasCatolicas	CALLE	ANTONIO FOLGUERAS	24	28018
Parroquia Nuestra Señora de la Soledad	Sin descripcion	40.38278165234565	40.38278165234565	TemplosIglesiasCatolicas	CALLE	VISITACION	1	28026
Parroquia Nuestra Señora de la Vega	Sin descripcion	40.47342973121865	40.47342973121865	TemplosIglesiasCatolicas	CALLE	CHANTADA	28	28029
Parroquia Nuestra Señora de las Américas	Sin descripcion	40.45091617161172	40.45091617161172	TemplosIglesiasCatolicas	CALLE	ESPIREA	1	28042
Parroquia Nuestra Señora de las Angustias	Sin descripcion	40.404570222656	40.404570222656	TemplosIglesiasCatolicas	CALLE	RAFAEL DE RIEGO	16	28045
Parroquia Nuestra Señora de las Delicias	Sin descripcion	40.400281290485566	40.400281290485566	TemplosIglesiasCatolicas	PASEO	DELICIAS	61	28045
Parroquia Nuestra Señora de las Fuentes	Sin descripcion	40.478791247256005	40.478791247256005	TemplosIglesiasCatolicas	CALLE	VILLA DE MARIN	39	28029
Parroquia Nuestra Señora de las Nieves	Sin descripcion	40.49140244900587	40.49140244900587	TemplosIglesiasCatolicas	CALLE	NURIA	47	28034
Parroquia Nuestra Señora de las Rosas	Sin descripcion	40.42474138741867	40.42474138741867	TemplosIglesiasCatolicas	CALLE	SUECIA	44	28022
Parroquia Nuestra Señora de las Victorias	Sin descripcion	40.46388293930127	40.46388293930127	TemplosIglesiasCatolicas	CALLE	AZUCENAS	34	28039
Parroquia Nuestra Señora de los Apóstoles	Sin descripcion	40.40308441341848	40.40308441341848	TemplosIglesiasCatolicas	CALLE	LUIS DE HOYOS SAINZ	94	28030
Parroquia Nuestra Señora de los Desamparados y San Lucas	Sin descripcion	40.34269836877543	40.34269836877543	TemplosIglesiasCatolicas	PLAZA	PINAZO	8	28021
Parroquia Nuestra Señora de los Dolores	Sin descripcion	40.43115695362478	40.43115695362478	TemplosIglesiasCatolicas	CALLE	SAN BERNARDO	103	28015
Parroquia Nuestra Señora de los Ángeles	Sin descripcion	40.44582194466384	40.44582194466384	TemplosIglesiasCatolicas	CALLE	BRAVO MURILLO	93	28003
Parroquia Nuestra Señora de África	Sin descripcion	40.39222009520402	40.39222009520402	TemplosIglesiasCatolicas	CALLE	ALGORTA	14	28019
Parroquia Nuestra Señora del Aire	Sin descripcion	40.37384611247729	40.37384611247729	TemplosIglesiasCatolicas	CALLE	MAESTRA JUSTA FREIRE	72	28044
Parroquia Nuestra Señora del Buen Consejo y San Isidro	Sin descripcion	40.412964921671964	40.412964921671964	MonumentosEdificiosArtisticos	CALLE	TOLEDO	37	28005
Parroquia Nuestra Señora del Camino	Sin descripcion	40.43724312359384	40.43724312359384	TemplosIglesiasCatolicas	CALLE	FENELON	20	28022
Parroquia Nuestra Señora del Carmen (El Plantío)	Sin descripcion	40.472250375109866	40.472250375109866	TemplosIglesiasCatolicas	AVENIDA	VICTORIA	51	28023
Parroquia Nuestra Señora del Carmen y San Luis Obispo	Sin descripcion	40.41820147265785	40.41820147265785	TemplosIglesiasCatolicas	CALLE	CARMEN	10	28013
Parroquia Nuestra Señora del Consuelo	Sin descripcion	40.382443086711525	40.382443086711525	TemplosIglesiasCatolicas	CALLE	CLEOPATRA	13	28018
Parroquia Nuestra Señora del Encuentro	Sin descripcion	40.449733492947175	40.449733492947175	TemplosIglesiasCatolicas	CALLE	PEDRO BARREDA	22	28039
Parroquia Nuestra Señora del Espino	Sin descripcion	40.46668866504906	40.46668866504906	TemplosIglesiasCatolicas	CALLE	CONDE DEL SERRALLO	17	28029
Parroquia Nuestra Señora del Henar	Sin descripcion	40.43644698832377	40.43644698832377	TemplosIglesiasCatolicas	CALLE	AGUSTIN DURAN	20	28028
Parroquia Nuestra Señora del Perpetuo Socorro	Sin descripcion	40.430178452666645	40.430178452666645	TemplosIglesiasCatolicas	CALLE	MANUEL SILVELA	14	28010
Parroquia Nuestra Señora del Pilar. (Campamento)	Sin descripcion	40.39685544652785	40.39685544652785	TemplosIglesiasCatolicas	PLAZA	PATRICIO MARTINEZ	5	28024
Parroquia Nuestra Señora del Pilar. Calle Juan Bravo	Sin descripcion	40.43241881961902	40.43241881961902	TemplosIglesiasCatolicas	CALLE	JUAN BRAVO	40	28006
Parroquia Nuestra Señora del Pino	Sin descripcion	40.342885272155854	40.342885272155854	TemplosIglesiasCatolicas	CALLE	DOROTEO LABORDA	8	28021
Parroquia Nuestra Señora del Puig	Sin descripcion	40.37920690725898	40.37920690725898	TemplosIglesiasCatolicas	CALLE	SIERRA DE GREDOS	26	28031
Parroquia Nuestra Señora del Puig y San Timoteo	Sin descripcion	40.37919610256715	40.37919610256715	TemplosIglesiasCatolicas	CALLE	SIERRA DE GREDOS	26	28031
Parroquia Nuestra Señora del Recuerdo	Sin descripcion	40.42225514769753	40.42225514769753	TemplosIglesiasCatolicas	CALLE	ARGENTA	8	28037
Parroquia Nuestra Señora del Rosario	Sin descripcion	40.405738691193136	40.405738691193136	TemplosIglesiasCatolicas	PLAZA	FRANCISCANOS	3	28011
Parroquia Nuestra Señora del Rosario de Fátima	Sin descripcion	40.432594065961545	40.432594065961545	TemplosIglesiasCatolicas	CALLE	ALCALA	292	28027
Parroquia Nuestra Señora del Sagrado Corazón	Sin descripcion	40.46337687896558	40.46337687896558	TemplosIglesiasCatolicas	AVENIDA	PIO XII	29	28016
Parroquia Nuestra Señora del Sagrario	Sin descripcion	40.3767527625397	40.3767527625397	TemplosIglesiasCatolicas	CALLE	EL SIGLO FUTURO	14	28025
Parroquia Nuestra Señora del Santísimo Sacramento	Sin descripcion	40.44408872949297	40.44408872949297	TemplosIglesiasCatolicas	CALLE	CLARA DEL REY	38	28002
Parroquia Nuestra Señora del Tránsito	Sin descripcion	40.46278407808581	40.46278407808581	TemplosIglesiasCatolicas	CARRETERA	CANILLAS	40	28043
Parroquia Nuestra Señora del Valle	Sin descripcion	40.40202327872965	40.40202327872965	TemplosIglesiasCatolicas	CALLE	VALDERRIBAS	72	28007
Parroquia Padre Nuestro	Sin descripcion	40.45421187450626	40.45421187450626	TemplosIglesiasCatolicas	AVENIDA	CANTABRIA	4	28042
Parroquia Patrocinio de San José	Sin descripcion	40.38470787762053	40.38470787762053	TemplosIglesiasCatolicas	CALLE	PEDRO LABORDE	78	28018
Parroquia Preciosa Sangre	Sin descripcion	40.369747706830395	40.369747706830395	TemplosIglesiasCatolicas	CALLE	GRAN AVENIDA	0	28041
Parroquia Presentación de Nuestra Señora	Sin descripcion	40.41146568064944	40.41146568064944	TemplosIglesiasCatolicas	CALLE	CORREGIDOR DIEGO DE VALDERRABANO	62	28030
Parroquia Purificación de Nuestra Señora	Sin descripcion	40.389458854793396	40.389458854793396	TemplosIglesiasCatolicas	CALLE	EDUARDO UROSA	5	28025
Parroquia Purísimo Corazón de María	Sin descripcion	40.40214465561925	40.40214465561925	TemplosIglesiasCatolicas	CALLE	EMBAJADORES	81	28012
Parroquia Resurrección del Señor	Sin descripcion	40.396063978555	40.396063978555	TemplosIglesiasCatolicas	CALLE	ESCALONILLA	26	28047
Parroquia Sagrada Familia	Sin descripcion	40.42382904749136	40.42382904749136	TemplosIglesiasCatolicas	CALLE	ANTONIO TOLEDANO	23	28028
Parroquia Sagrado Corazón de Jesús de Usera	Sin descripcion	40.39046363855022	40.39046363855022	TemplosIglesiasCatolicas	PASEO	SANTA MARIA DE LA CABEZA	115	28026
Parroquia Sagrado Corazón de Jesús. Calle General Zabala	Sin descripcion	40.443551243370564	40.443551243370564	TemplosIglesiasCatolicas	CALLE	GENERAL ZABALA	10	28002
Parroquia Sagrados Corazones	Sin descripcion	40.452728207562615	40.452728207562615	TemplosIglesiasCatolicas	PASEO	LA HABANA	31	28036
Parroquia San Agustín	Sin descripcion	40.445816180158495	40.445816180158495	TemplosIglesiasCatolicas	CALLE	JOAQUIN COSTA	10	28002
Parroquia San Alberto Magno	Sin descripcion	40.395279953741095	40.395279953741095	TemplosIglesiasCatolicas	CALLE	BENJAMIN PALENCIA	9	28038
Parroquia San Alejandro	Sin descripcion	40.43623366178032	40.43623366178032	TemplosIglesiasCatolicas	CALLE	VIRGEN DE LOURDES	21	28027
Parroquia San Alfonso María de Ligorio	Sin descripcion	40.39475978460343	40.39475978460343	TemplosIglesiasCatolicas	CALLE	ESCALONA	109	28024
Parroquia San Ambrosio	Sin descripcion	40.38759565218795	40.38759565218795	TemplosIglesiasCatolicas	CALLE	RIOJANOS	1	28018
Parroquia San Andrés Apóstol. Calle Oxígeno	Sin descripcion	40.3469048265546	40.3469048265546	TemplosIglesiasCatolicas	CALLE	OXIGENO	15	28021
Parroquia San Andrés Apóstol. Plaza San Andrés	Sin descripcion	40.41207900253883	40.41207900253883	TemplosIglesiasCatolicas	PLAZA	SAN ANDRES	1	28005
Parroquia San Antonio	Sin descripcion	40.45075629938433	40.45075629938433	TemplosIglesiasCatolicas	CALLE	BRAVO MURILLO	150	28020
Parroquia San Antonio María Claret	Sin descripcion	40.44039159191051	40.44039159191051	TemplosIglesiasCatolicas	CALLE	CORAZON DE MARIA	1	28002
Parroquia San Antonio María Zaccaría	Sin descripcion	40.3831222910335	40.3831222910335	TemplosIglesiasCatolicas	CALLE	FUENTE DEL TIRO	27	28024
Parroquia San Antonio de las Cárcavas	Sin descripcion	40.479850095346414	40.479850095346414	TemplosIglesiasCatolicas	AVENIDA	MARUJA MALLO	26	28055
Parroquia San Antonio del Retiro	Sin descripcion	40.422647911264484	40.422647911264484	TemplosIglesiasCatolicas	CALLE	DUQUE DE SESTO	9	28009
Parroquia San Bartolomé	Sin descripcion	40.372887846815274	40.372887846815274	TemplosIglesiasCatolicas	CALLE	GUETARIA	1	28041
Parroquia San Basilio el Grande	Sin descripcion	40.396640315998894	40.396640315998894	TemplosIglesiasCatolicas	CALLE	FERNANDO POO	36	28045
Parroquia San Benito Abad	Sin descripcion	40.376753359555835	40.376753359555835	TemplosIglesiasCatolicas	CALLE	BESOLLA	7	28025
Parroquia San Benito Menni	Sin descripcion	40.366293634293264	40.366293634293264	TemplosIglesiasCatolicas	CALLE	CATORCE OLIVAS	12	28054
Parroquia San Bernabé	Sin descripcion	40.392577689145185	40.392577689145185	TemplosIglesiasCatolicas	CALLE	SAN FELIU DE GUIXOLS	9	28038
Parroquia San Blas	Sin descripcion	40.430172163423826	40.430172163423826	TemplosIglesiasCatolicas	CALLE	ALCONERA	1	28037
Parroquia San Bonifacio	Sin descripcion	40.43726178209769	40.43726178209769	TemplosIglesiasCatolicas	CALLE	BREMEN	2	28028
Parroquia San Bruno	Sin descripcion	40.44747952456476	40.44747952456476	TemplosIglesiasCatolicas	CALLE	BEATRIZ DE BOBADILLA	3	28040
Parroquia San Camilo de Lelis	Sin descripcion	40.352838175956535	40.352838175956535	TemplosIglesiasCatolicas	CALLE	ANOETA	12	28041
Parroquia San Clemente Romano	Sin descripcion	40.358144620097185	40.358144620097185	TemplosIglesiasCatolicas	CALLE	COALICION	17	28041
Parroquia San Cristóbal	Sin descripcion	40.44911529121043	40.44911529121043	TemplosIglesiasCatolicas	CALLE	TRES	2	28022
Parroquia San Cristóbal y San Rafael	Sin descripcion	40.43686924047938	40.43686924047938	TemplosIglesiasCatolicas	CALLE	BRAVO MURILLO	39	28015
Parroquia San Diego	Sin descripcion	40.386981073427435	40.386981073427435	TemplosIglesiasCatolicas	AVENIDA	SAN DIEGO	61	28053
Parroquia San Dámaso	Sin descripcion	40.47105890467392	40.47105890467392	TemplosIglesiasCatolicas	CALLE	MAURICIO LEGENDRE	10	28046
Parroquia San Eduardo y San Atanasio	Sin descripcion	40.460944935751186	40.460944935751186	TemplosIglesiasCatolicas	CALLE	GENERAL MARGALLO	6	28020
Parroquia San Eloy	Sin descripcion	40.48062309020126	40.48062309020126	TemplosIglesiasCatolicas	PLAZA	DOCTOR BARRAQUER	1	28035
Parroquia San Emilio	Sin descripcion	40.42608240516178	40.42608240516178	TemplosIglesiasCatolicas	TRAVESIA	JOSE NORIEGA	4	28017
Parroquia San Estanislao de Kostka	Sin descripcion	40.41612936981602	40.41612936981602	TemplosIglesiasCatolicas	CALLE	DOCTOR ESQUERDO	97	28007
Parroquia San Federico	Sin descripcion	40.46318103099819	40.46318103099819	TemplosIglesiasCatolicas	CALLE	ALCALDE MARTIN DE ALZAGA	21	28039
Parroquia San Felipe Neri	Sin descripcion	40.40057026440829	40.40057026440829	TemplosIglesiasCatolicas	CAMINO	VALDERRIBAS	39	28038
Parroquia San Fermín	Sin descripcion	40.371201819320405	40.371201819320405	TemplosIglesiasCatolicas	AVENIDA	SAN FERMIN	12	28041
Parroquia San Fermín de los Navarros	Sin descripcion	40.432757364795805	40.432757364795805	MonumentosEdificiosArtisticos	PASEO	EDUARDO DATO	10	28010
Parroquia San Fernando	Sin descripcion	40.45979756951085	40.45979756951085	TemplosIglesiasCatolicas	AVENIDA	ALBERTO ALCOCER	9	28036
Parroquia San Francisco Javier y San Luis Gonzaga	Sin descripcion	40.4709160111128	40.4709160111128	TemplosIglesiasCatolicas	CALLE	MARTIRES DE LA VENTILLA	34	28029
Parroquia San Francisco de Asís	Sin descripcion	40.39313538493907	40.39313538493907	TemplosIglesiasCatolicas	PLAZA	CORPUS BARGA	4	28053
Parroquia San Francisco de Borja	Sin descripcion	40.43435274448175	40.43435274448175	TemplosIglesiasCatolicas	CALLE	SERRANO	104	28006
Parroquia San Francisco de Paula	Sin descripcion	40.38093911938951	40.38093911938951	TemplosIglesiasCatolicas	CALLE	RUIDERA	9	28053
Parroquia San Francisco de Sales	Sin descripcion	40.45511199387378	40.45511199387378	TemplosIglesiasCatolicas	CALLE	FRANCOS RODRIGUEZ	5	28039
Parroquia San Fulgencio y San Bernardo	Sin descripcion	40.40185144721782	40.40185144721782	TemplosIglesiasCatolicas	PASEO	SAN ILLAN	9	28019
Parroquia San Félix	Sin descripcion	40.35069645402924	40.35069645402924	TemplosIglesiasCatolicas	CALLE	PUEBLA DE SANABRIA	18	28021
Parroquia San Gabriel Arcángel	Sin descripcion	40.46438085899141	40.46438085899141	TemplosIglesiasCatolicas	CALLE	ISLA DE OZA	49	28035
Parroquia San Gabriel de la Dolorosa	Sin descripcion	40.48255640295351	40.48255640295351	TemplosIglesiasCatolicas	CALLE	ARTE	4	28033
Parroquia San Gerardo María Mayela	Sin descripcion	40.392157285737525	40.392157285737525	TemplosIglesiasCatolicas	CALLE	MAQUEDA	45	28024
Parroquia San Germán	Sin descripcion	40.45654466048962	40.45654466048962	TemplosIglesiasCatolicas	CALLE	SAN GERMAN	26	28020
Parroquia San Ginés	Sin descripcion	40.41728242858594	40.41728242858594	MonumentosEdificiosArtisticos	CALLE	ARENAL	13	28013
Parroquia San Gregorio Magno	Sin descripcion	40.401788093270234	40.401788093270234	TemplosIglesiasCatolicas	BULEVAR	INDALECIO PRIETO	13	28032
Parroquia San Hermenegildo y Santa María de la Cabeza	Sin descripcion	40.411013028585906	40.411013028585906	TemplosIglesiasCatolicas	CALLE	FOSFORO	4	28005
Parroquia San Hilario de Poitiers	Sin descripcion	40.38654718095017	40.38654718095017	TemplosIglesiasCatolicas	CALLE	LUIS CHAMIZO	7	28044
Parroquia San Ignacio de Loyola	Sin descripcion	40.468565866733734	40.468565866733734	TemplosIglesiasCatolicas	CALLE	PINOS ALTA	79	28029
Parroquia San Ildefonso y Santos Justo y Pastor	Sin descripcion	40.42386432820311	40.42386432820311	TemplosIglesiasCatolicas	CALLE	COLON	16	28004
Parroquia San Ireneo	Sin descripcion	40.443043847037785	40.443043847037785	TemplosIglesiasCatolicas	CALLE	CARLOTA O'NEILL	26	28027
Parroquia San Isidoro y San Pedro Claver	Sin descripcion	40.47116011484349	40.47116011484349	TemplosIglesiasCatolicas	CALLE	BALAGUER	1	28033
Parroquia San Isidro	Sin descripcion	40.37851572353142	40.37851572353142	TemplosIglesiasCatolicas	CALLE	PARQUE EUGENIA DE MONTIJO	54	28047
Parroquia San Jaime	Sin descripcion	40.35148579491901	40.35148579491901	TemplosIglesiasCatolicas	CALLE	JUAN JOSE MARTINEZ SECO	54	28021
Parroquia San Jenaro	Sin descripcion	40.433901372590746	40.433901372590746	TemplosIglesiasCatolicas	CALLE	VITAL AZA	81	28017
Parroquia San Jerónimo el Real (Los Jerónimos)	Sin descripcion	40.41435509318014	40.41435509318014	TemplosIglesiasCatolicas	CALLE	MORETO	4	28014
Parroquia San Joaquín	Sin descripcion	40.425594096303556	40.425594096303556	TemplosIglesiasCatolicas	CALLE	AMPOSTA	24	28037
Parroquia San Jorge	Sin descripcion	40.455891271634634	40.455891271634634	TemplosIglesiasCatolicas	CALLE	PADRE DAMIAN	22	28036
